high threshold,low threshold,cause 1,cause 2,cause 3
5.1,-8.5,Diglycerol with prob 0.006578947368421052,IMP with prob 0.006,Sauce 2 with prob 0.005516154452324665
5.1,-8.0,Diglycerol with prob 0.006578947368421052,IMP with prob 0.006,Sauce 2 with prob 0.005516154452324665
5.1,-7.5,Diglycerol with prob 0.006578947368421052,IMP with prob 0.006,Sauce 2 with prob 0.005516154452324665
5.1,-7.0,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-6.5,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-6.0,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-5.5,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-5.0,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-4.5,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-4.0,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-3.5,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-3.0,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-2.5,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-2.0,Diglycerol with prob 0.006578947368421052,Sauce 2 with prob 0.006304176516942475,IMP with prob 0.006
5.1,-1.5,Sauce 2 with prob 0.0070921985815602835,IMP with prob 0.006666666666666667,Diglycerol with prob 0.006578947368421052
5.1,-1.0,Sauce 2 with prob 0.01024428684003152,IMP with prob 0.007333333333333333,Triglyceride with prob 0.00672782874617737
5.1,-0.5,Sauce 1 with prob 0.011878247958426132,IMP with prob 0.011333333333333334,Sauce 2 with prob 0.01103230890464933
5.1,0.0,PtdChos with prob 0.9772727272727273,B-complex with prob 0.9741379310344828,IMP with prob 0.9726666666666667
5.6,-10.0,Diglycerol with prob 0.005263157894736842,Glucose with prob 0.004,PtdChos with prob 0.003787878787878788
5.6,-9.5,Diglycerol with prob 0.005263157894736842,Glucose with prob 0.004,PtdChos with prob 0.003787878787878788
5.6,-9.0,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-8.5,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-8.0,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-7.5,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-7.0,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-6.5,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-6.0,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-5.5,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-5.0,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-4.5,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-4.0,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-3.5,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-3.0,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-2.5,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-2.0,Diglycerol with prob 0.005263157894736842,IMP with prob 0.004,Glucose with prob 0.004
5.6,-1.5,Diglycerol with prob 0.005263157894736842,PtdChos with prob 0.004734848484848485,Sauce 2 with prob 0.004728132387706856
5.6,-1.0,Sauce 2 with prob 0.007880220646178092,Triglyceride with prob 0.00672782874617737,PtdChos with prob 0.005681818181818182
5.6,-0.5,PtdChos with prob 0.010416666666666666,Sauce 1 with prob 0.010393466963622866,IMP with prob 0.009333333333333334
5.6,0.0,PtdChos with prob 0.9772727272727273,B-complex with prob 0.9741379310344828,IMP with prob 0.9726666666666667
6.1,-10.0,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,Glucose with prob 0.0026666666666666666
6.1,-9.5,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,Glucose with prob 0.0026666666666666666
6.1,-9.0,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-8.5,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-8.0,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-7.5,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-7.0,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-6.5,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-6.0,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-5.5,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-5.0,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-4.5,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-4.0,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-3.5,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-3.0,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-2.5,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-2.0,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.002840909090909091,IMP with prob 0.0026666666666666666
6.1,-1.5,Diglycerol with prob 0.003947368421052632,PtdChos with prob 0.003787878787878788,IMP with prob 0.0033333333333333335
6.1,-1.0,Sauce 2 with prob 0.006304176516942475,Triglyceride with prob 0.0061162079510703364,PtdChos with prob 0.004734848484848485
6.1,-0.5,Sauce 1 with prob 0.010393466963622866,PtdChos with prob 0.00946969696969697,B-complex with prob 0.008620689655172414
6.1,0.0,PtdChos with prob 0.9772727272727273,B-complex with prob 0.9741379310344828,IMP with prob 0.9726666666666667
6.6,-10.0,Diglycerol with prob 0.003289473684210526,Glucose with prob 0.002,PtdChos with prob 0.001893939393939394
6.6,-9.5,Diglycerol with prob 0.003289473684210526,Glucose with prob 0.002,PtdChos with prob 0.001893939393939394
6.6,-9.0,Diglycerol with prob 0.003289473684210526,Glucose with prob 0.002,PtdChos with prob 0.001893939393939394
6.6,-8.5,Diglycerol with prob 0.003289473684210526,Glucose with prob 0.002,PtdChos with prob 0.001893939393939394
6.6,-8.0,Diglycerol with prob 0.003289473684210526,Glucose with prob 0.002,PtdChos with prob 0.001893939393939394
6.6,-7.5,Diglycerol with prob 0.003289473684210526,Glucose with prob 0.002,PtdChos with prob 0.001893939393939394
6.6,-7.0,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-6.5,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-6.0,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-5.5,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-5.0,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-4.5,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-4.0,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-3.5,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-3.0,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-2.5,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-2.0,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.002364066193853428,Glucose with prob 0.002
6.6,-1.5,Diglycerol with prob 0.003289473684210526,Sauce 2 with prob 0.0031520882584712374,PtdChos with prob 0.002840909090909091
6.6,-1.0,Sauce 2 with prob 0.006304176516942475,Triglyceride with prob 0.004892966360856269,Sauce 1 with prob 0.004454342984409799
6.6,-0.5,Sauce 1 with prob 0.010393466963622866,B-complex with prob 0.008620689655172414,PtdChos with prob 0.008522727272727272
6.6,0.0,PtdChos with prob 0.9772727272727273,B-complex with prob 0.9741379310344828,IMP with prob 0.9726666666666667
7.1,-10.0,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0007880220646178094,IMP with prob 0.0006666666666666666
7.1,-9.5,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0007880220646178094,PE with prob 0.0007127583749109052
7.1,-9.0,PtdChos with prob 0.001893939393939394,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094
7.1,-8.5,PtdChos with prob 0.001893939393939394,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094
7.1,-8.0,PtdChos with prob 0.001893939393939394,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094
7.1,-7.5,PtdChos with prob 0.001893939393939394,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094
7.1,-7.0,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-6.5,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-6.0,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-5.5,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-5.0,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-4.5,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-4.0,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-3.5,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-3.0,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-2.5,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-2.0,PtdChos with prob 0.001893939393939394,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333
7.1,-1.5,PtdChos with prob 0.002840909090909091,Sauce 2 with prob 0.002364066193853428,IMP with prob 0.002
7.1,-1.0,Sauce 2 with prob 0.005516154452324665,PtdChos with prob 0.003787878787878788,Triglyceride with prob 0.003669724770642202
7.1,-0.5,Sauce 1 with prob 0.009651076466221232,PtdChos with prob 0.008522727272727272,B-complex with prob 0.007902298850574713
7.1,0.0,PtdChos with prob 0.9772727272727273,B-complex with prob 0.9741379310344828,IMP with prob 0.9726666666666667
7.6,-10.0,PtdChos with prob 0.000946969696969697,Sauce 2 with prob 0.0007880220646178094,IMP with prob 0.0006666666666666666
7.6,-9.5,PtdChos with prob 0.000946969696969697,Sauce 2 with prob 0.0007880220646178094,PE with prob 0.0007127583749109052
7.6,-9.0,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697,Sauce 2 with prob 0.0007880220646178094
7.6,-8.5,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697,Sauce 2 with prob 0.0007880220646178094
7.6,-8.0,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697,Sauce 2 with prob 0.0007880220646178094
7.6,-7.5,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697,Sauce 2 with prob 0.0007880220646178094
7.6,-7.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-6.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-6.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-5.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-5.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-4.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-4.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-3.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-3.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-2.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-2.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,PtdChos with prob 0.000946969696969697
7.6,-1.5,Sauce 2 with prob 0.002364066193853428,IMP with prob 0.002,PtdChos with prob 0.001893939393939394
7.6,-1.0,Sauce 2 with prob 0.005516154452324665,Triglyceride with prob 0.003669724770642202,PtdChos with prob 0.002840909090909091
7.6,-0.5,Sauce 1 with prob 0.009651076466221232,B-complex with prob 0.007902298850574713,PtdChos with prob 0.007575757575757576
7.6,0.0,PtdChos with prob 0.9772727272727273,B-complex with prob 0.9741379310344828,IMP with prob 0.9726666666666667
8.1,-10.0,Sauce 2 with prob 0.0007880220646178094,IMP with prob 0.0006666666666666666,None
8.1,-9.5,Sauce 2 with prob 0.0007880220646178094,PE with prob 0.0007127583749109052,IMP with prob 0.0006666666666666666
8.1,-9.0,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
8.1,-8.5,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
8.1,-8.0,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
8.1,-7.5,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
8.1,-7.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-6.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-6.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-5.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-5.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-4.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-4.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-3.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-3.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-2.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-2.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.1,-1.5,Sauce 2 with prob 0.002364066193853428,IMP with prob 0.002,PtdChos with prob 0.000946969696969697
8.1,-1.0,Sauce 2 with prob 0.005516154452324665,Triglyceride with prob 0.003669724770642202,IMP with prob 0.0026666666666666666
8.1,-0.5,Sauce 1 with prob 0.009651076466221232,B-complex with prob 0.007902298850574713,PtdIns with prob 0.007292616226071103
8.1,0.0,PtdChos with prob 0.9772727272727273,B-complex with prob 0.9741379310344828,IMP with prob 0.9726666666666667
8.6,-10.0,Sauce 2 with prob 0.0007880220646178094,IMP with prob 0.0006666666666666666,None
8.6,-9.5,Sauce 2 with prob 0.0007880220646178094,PE with prob 0.0007127583749109052,IMP with prob 0.0006666666666666666
8.6,-9.0,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
8.6,-8.5,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
8.6,-8.0,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
8.6,-7.5,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
8.6,-7.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-6.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-6.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-5.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-5.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-4.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-4.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-3.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-3.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-2.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-2.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
8.6,-1.5,Sauce 2 with prob 0.002364066193853428,IMP with prob 0.002,PtdChos with prob 0.000946969696969697
8.6,-1.0,Sauce 2 with prob 0.005516154452324665,Triglyceride with prob 0.003669724770642202,IMP with prob 0.0026666666666666666
8.6,-0.5,Sauce 1 with prob 0.009651076466221232,B-complex with prob 0.007902298850574713,PtdIns with prob 0.007292616226071103
8.6,0.0,PtdChos with prob 0.9772727272727273,B-complex with prob 0.9741379310344828,IMP with prob 0.9726666666666667
9.1,-10.0,Sauce 2 with prob 0.0007880220646178094,IMP with prob 0.0006666666666666666,None
9.1,-9.5,Sauce 2 with prob 0.0007880220646178094,PE with prob 0.0007127583749109052,IMP with prob 0.0006666666666666666
9.1,-9.0,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
9.1,-8.5,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
9.1,-8.0,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
9.1,-7.5,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
9.1,-7.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-6.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-6.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-5.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-5.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-4.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-4.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-3.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-3.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-2.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-2.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.1,-1.5,Sauce 2 with prob 0.002364066193853428,IMP with prob 0.002,PtdChos with prob 0.000946969696969697
9.1,-1.0,Sauce 2 with prob 0.005516154452324665,Triglyceride with prob 0.003669724770642202,IMP with prob 0.0026666666666666666
9.1,-0.5,Sauce 1 with prob 0.009651076466221232,B-complex with prob 0.007902298850574713,PtdIns with prob 0.007292616226071103
9.1,0.0,PtdChos with prob 0.9772727272727273,B-complex with prob 0.9741379310344828,IMP with prob 0.9726666666666667
9.6,-10.0,Sauce 2 with prob 0.0007880220646178094,IMP with prob 0.0006666666666666666,None
9.6,-9.5,Sauce 2 with prob 0.0007880220646178094,PE with prob 0.0007127583749109052,IMP with prob 0.0006666666666666666
9.6,-9.0,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
9.6,-8.5,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
9.6,-8.0,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
9.6,-7.5,IMP with prob 0.0013333333333333333,Sauce 2 with prob 0.0007880220646178094,None
9.6,-7.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-6.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-6.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-5.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-5.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-4.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-4.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-3.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-3.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-2.5,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-2.0,Sauce 2 with prob 0.0015760441292356187,IMP with prob 0.0013333333333333333,None
9.6,-1.5,Sauce 2 with prob 0.002364066193853428,IMP with prob 0.002,PtdChos with prob 0.000946969696969697
9.6,-1.0,Sauce 2 with prob 0.005516154452324665,Triglyceride with prob 0.003669724770642202,IMP with prob 0.0026666666666666666
9.6,-0.5,Sauce 1 with prob 0.009651076466221232,B-complex with prob 0.007902298850574713,PtdIns with prob 0.007292616226071103
9.6,0.0,PtdChos with prob 0.9772727272727273,B-complex with prob 0.9741379310344828,IMP with prob 0.9726666666666667
